Gen	MaxFit	AvgFit	Diversity
711	0.9200	0.9125	7.50e-03
712	0.9200	0.9120	8.00e-03
713	0.9200	0.9133	6.70e-03
714	0.9200	0.9139	6.10e-03
715	0.9200	0.9121	7.90e-03
716	0.9200	0.9141	5.90e-03
717	0.9200	0.9142	5.80e-03
718	0.9200	0.9135	6.50e-03
719	0.9200	0.9126	7.40e-03
720	0.9200	0.9133	6.70e-03
721	0.9200	0.9134	6.60e-03
722	0.9200	0.9144	5.60e-03
723	0.9200	0.9128	7.20e-03
724	0.9300	0.9132	1.68e-02
725	0.9300	0.9135	1.65e-02
726	0.9300	0.9231	6.90e-03
727	0.9300	0.9236	6.40e-03
728	0.9300	0.9209	9.10e-03
729	0.9300	0.9230	7.00e-03
