Gen	MaxFit	AvgFit	Diversity
338	0.3300	0.3279	2.16e-03
339	0.3300	0.3282	1.77e-03
340	0.3300	0.3281	1.88e-03
341	0.3300	0.3282	1.86e-03
342	0.3300	0.3278	2.18e-03
343	0.3300	0.3281	1.91e-03
344	0.3300	0.3281	1.88e-03
345	0.3300	0.3279	2.13e-03
346	0.3300	0.3281	1.90e-03
347	0.3300	0.3281	1.88e-03
348	0.3300	0.3282	1.77e-03
349	0.3300	0.3280	2.00e-03
350	0.3300	0.3280	2.04e-03
351	0.3300	0.3280	1.97e-03
352	0.3300	0.3281	1.93e-03
353	0.3300	0.3281	1.92e-03
354	0.3300	0.3283	1.76e-03
355	0.3300	0.3281	1.92e-03
356	0.3300	0.3279	2.07e-03
357	0.3333	0.3281	5.24e-03
358	0.3300	0.3272	2.84e-03
359	0.3300	0.3278	2.23e-03
360	0.3300	0.3279	2.11e-03
361	0.3300	0.3282	1.77e-03
362	0.3300	0.3279	2.13e-03
363	0.3300	0.3282	1.86e-03
364	0.3300	0.3279	2.16e-03
365	0.3300	0.3283	1.69e-03
366	0.3300	0.3282	1.86e-03
367	0.3300	0.3279	2.11e-03
368	0.3300	0.3282	1.80e-03
369	0.3300	0.3282	1.80e-03
370	0.3300	0.3278	2.20e-03
371	0.3300	0.3279	2.07e-03
372	0.3300	0.3281	1.88e-03
373	0.3300	0.3280	2.02e-03
374	0.3300	0.3282	1.83e-03
375	0.3300	0.3279	2.12e-03
376	0.3300	0.3281	1.88e-03
377	0.3300	0.3279	2.14e-03
378	0.3300	0.3283	1.73e-03
379	0.3300	0.3280	1.99e-03
380	0.3300	0.3281	1.92e-03
381	0.3300	0.3280	2.06e-03
382	0.3300	0.3279	2.09e-03
383	0.3300	0.3282	1.78e-03
384	0.3300	0.3281	1.92e-03
385	0.3300	0.3279	2.14e-03
386	0.3300	0.3281	1.94e-03
387	0.3300	0.3278	2.18e-03
388	0.3300	0.3281	1.90e-03
389	0.3333	0.3281	5.23e-03
390	0.3333	0.3280	5.34e-03
391	0.3333	0.3295	3.84e-03
392	0.3333	0.3315	1.80e-03
393	0.3333	0.3311	2.20e-03
394	0.3333	0.3313	2.04e-03
395	0.3333	0.3312	2.10e-03
396	0.3333	0.3316	1.79e-03
397	0.3333	0.3312	2.11e-03
398	0.3333	0.3312	2.19e-03
399	0.3333	0.3315	1.84e-03
400	0.3333	0.3314	1.92e-03
401	0.3333	0.3313	2.02e-03
402	0.3333	0.3315	1.82e-03
403	0.3333	0.3315	1.80e-03
404	0.3333	0.3313	2.08e-03
405	0.3333	0.3312	2.13e-03
406	0.3333	0.3312	2.12e-03
407	0.3333	0.3314	1.94e-03
408	0.3333	0.3313	2.08e-03
409	0.3333	0.3314	1.92e-03
410	0.3333	0.3314	1.96e-03
411	0.3333	0.3315	1.89e-03
412	0.3333	0.3313	2.02e-03
413	0.3333	0.3317	1.63e-03
414	0.3333	0.3311	2.23e-03
415	0.3333	0.3314	1.99e-03
416	0.3333	0.3313	2.04e-03
417	0.3333	0.3314	1.92e-03
418	0.3333	0.3317	1.67e-03
419	0.3333	0.3313	2.08e-03
420	0.3333	0.3312	2.11e-03
421	0.3333	0.3312	2.12e-03
422	0.3333	0.3313	2.07e-03
423	0.3333	0.3313	2.06e-03
424	0.3333	0.3313	2.06e-03
425	0.3333	0.3311	2.24e-03
426	0.3333	0.3311	2.29e-03
427	0.3333	0.3314	1.92e-03
428	0.3333	0.3312	2.11e-03
429	0.3333	0.3312	2.12e-03
430	0.3333	0.3313	2.00e-03
431	0.3333	0.3315	1.89e-03
432	0.3333	0.3314	1.97e-03
433	0.3333	0.3312	2.14e-03
434	0.3333	0.3316	1.76e-03
435	0.3333	0.3313	2.02e-03
436	0.3333	0.3313	2.06e-03
437	0.3333	0.3313	2.09e-03
438	0.3333	0.3313	2.07e-03
439	0.3333	0.3312	2.14e-03
440	0.3333	0.3314	1.93e-03
441	0.3333	0.3311	2.23e-03
442	0.3333	0.3313	2.02e-03
443	0.3333	0.3311	2.21e-03
444	0.3333	0.3312	2.17e-03
445	0.3333	0.3311	2.20e-03
446	0.3333	0.3311	2.20e-03
447	0.3333	0.3315	1.83e-03
448	0.3333	0.3313	2.03e-03
449	0.3333	0.3313	2.09e-03
450	0.3333	0.3310	2.32e-03
451	0.3333	0.3312	2.11e-03
452	0.3333	0.3315	1.88e-03
453	0.3333	0.3313	2.09e-03
454	0.3333	0.3314	1.99e-03
455	0.3333	0.3316	1.74e-03
456	0.3333	0.3313	2.01e-03
457	0.3333	0.3313	2.03e-03
458	0.3333	0.3313	2.01e-03
459	0.3333	0.3310	2.34e-03
460	0.3333	0.3313	2.01e-03
461	0.3333	0.3313	2.04e-03
462	0.3333	0.3315	1.80e-03
463	0.3333	0.3315	1.84e-03
464	0.3333	0.3313	2.03e-03
465	0.3333	0.3314	1.93e-03
466	0.3333	0.3315	1.84e-03
467	0.3333	0.3313	2.09e-03
468	0.3333	0.3314	1.90e-03
469	0.3333	0.3312	2.14e-03
470	0.3333	0.3313	2.00e-03
471	0.3333	0.3313	2.02e-03
472	0.3333	0.3313	2.02e-03
473	0.3333	0.3315	1.88e-03
474	0.3333	0.3313	2.01e-03
475	0.3333	0.3312	2.18e-03
476	0.3333	0.3317	1.67e-03
477	0.3333	0.3317	1.66e-03
478	0.3333	0.3310	2.31e-03
479	0.3333	0.3311	2.27e-03
480	0.3333	0.3315	1.87e-03
481	0.3333	0.3317	1.60e-03
482	0.3333	0.3313	2.07e-03
483	0.3333	0.3314	1.93e-03
484	0.3333	0.3313	2.06e-03
485	0.3333	0.3316	1.77e-03
486	0.3333	0.3314	1.97e-03
487	0.3333	0.3313	2.06e-03
488	0.3333	0.3315	1.88e-03
489	0.3333	0.3313	2.04e-03
490	0.3333	0.3315	1.80e-03
491	0.3333	0.3313	2.07e-03
492	0.3333	0.3315	1.88e-03
493	0.3333	0.3312	2.19e-03
494	0.3333	0.3312	2.18e-03
495	0.3333	0.3314	1.91e-03
496	0.3333	0.3312	2.16e-03
497	0.3333	0.3315	1.89e-03
498	0.3333	0.3316	1.77e-03
499	0.3333	0.3313	2.07e-03
500	0.3333	0.3314	1.90e-03
