Gen	FittestString____	MaxFit	AvgFit	Diversity
2358	To blCor nFT howDe	0.6111	0.6108	2.78e-04
2359	To blCor nFW hoqDe	0.6111	0.6111	-4.44e-16
2360	To blCor nFW howDe	0.6111	0.6111	-4.44e-16
2361	To blCor nFT howDe	0.6111	0.6111	-4.44e-16
2362	To blCor nFW hovDe	0.6111	0.6111	-4.44e-16
2363	To blCor nFT hovDe	0.6111	0.6111	-4.44e-16
2364	To blCor nFW hovDe	0.6111	0.6111	-4.44e-16
2365	To blCor nFW hovDe	0.6111	0.6106	5.56e-04
2366	To blCor nFT howDe	0.6111	0.6108	2.78e-04
2367	To blCor nFW howDe	0.6111	0.6111	-4.44e-16
2368	To blCor nFT hovDe	0.6111	0.6108	2.78e-04
2369	To blCor nFW hovDe	0.6111	0.6103	8.33e-04
2370	To blCor nFT hovDe	0.6111	0.6111	-4.44e-16
2371	To blCor nFT hovDe	0.6111	0.6106	5.56e-04
2372	To blCor nFT hovDe	0.6111	0.6111	-4.44e-16
2373	To blCor nFT hovDe	0.6111	0.6108	2.78e-04
2374	To blCor nFT hovDe	0.6111	0.6111	-4.44e-16
2375	To blCor nFW hovDe	0.6111	0.6108	2.78e-04
2376	To blCor nFT hovDe	0.6111	0.6108	2.78e-04
2377	To blCor nFW hovDe	0.6111	0.6108	2.78e-04
2378	To blCor nFW hovDe	0.6111	0.6111	-4.44e-16
2379	To blCor nFW hovDe	0.6111	0.6111	-4.44e-16
2380	To blCor nFW hovDe	0.6111	0.6111	-4.44e-16
2381	To blCor nFW hoqDe	0.6111	0.6111	-4.44e-16
2382	To blCor nFW hovDe	0.6111	0.6106	5.56e-04
2383	To blCor nFW hoqDe	0.6111	0.6108	2.78e-04
2384	To blCor nFW hovDe	0.6111	0.6111	-4.44e-16
2385	To blCor nFT hovDe	0.6111	0.6106	5.56e-04
2386	To blCor nFT hovDe	0.6111	0.6111	-4.44e-16
2387	To blCor nFW hovDe	0.6111	0.6108	2.78e-04
2388	To blCor nFT hovDe	0.6111	0.6111	-4.44e-16
2389	To blCor nFW hoqDe	0.6111	0.6111	-4.44e-16
2390	To blCor nFW hovDe	0.6111	0.6106	5.56e-04
2391	To blCor nFW tovDe	0.6667	0.6111	5.56e-02
2392	To blCor nFW tovDe	0.6667	0.6114	5.53e-02
2393	To blCor nFW tovDe	0.6667	0.6108	5.58e-02
2394	To blCor nFW tovDe	0.6667	0.6114	5.53e-02
2395	To blCor nFW tovDe	0.6667	0.6114	5.53e-02
2396	To blCor nFW tovDe	0.6667	0.6106	5.61e-02
2397	To blCor nFW tovDe	0.6667	0.6125	5.42e-02
2398	To blCor nFW tovDe	0.6667	0.6122	5.44e-02
2399	To blCor nFW tovDe	0.6667	0.6122	5.44e-02
2400	To blCor nFW tovDe	0.6667	0.6119	5.47e-02
2401	To blCor nFW tovDe	0.6667	0.6128	5.39e-02
2402	To blCor nFW tovDe	0.6667	0.6128	5.39e-02
2403	To blCor nFW tovDe	0.6667	0.6122	5.44e-02
2404	To blCor nFW tovDe	0.6667	0.6142	5.25e-02
2405	To blCor nFW towDe	0.6667	0.6147	5.19e-02
2406	To blCor nFW tovDe	0.6667	0.6178	4.89e-02
2407	To blCor nFW tovDe	0.6667	0.6178	4.89e-02
2408	To blCor nFW tovDe	0.6667	0.6178	4.89e-02
2409	To blCor nFW tovDe	0.6667	0.6211	4.56e-02
2410	To blCor nFW tovDe	0.6667	0.6214	4.53e-02
2411	To blCor nFW tovDe	0.6667	0.6211	4.56e-02
2412	To blCor nFW tovDe	0.6667	0.6211	4.56e-02
2413	To blCor nFW tovDe	0.6667	0.6208	4.58e-02
2414	To blCor nFW tovDe	0.6667	0.6231	4.36e-02
2415	To blCor nFT tovDe	0.6667	0.6228	4.39e-02
2416	To blCor nFT tovDe	0.6667	0.6244	4.22e-02
2417	To blCor nFW tovDe	0.6667	0.6247	4.19e-02
2418	To blCor nFW towDe	0.6667	0.6261	4.06e-02
2419	To blCor nFW towDe	0.6667	0.6275	3.92e-02
2420	To blCor nFW tovDe	0.6667	0.6292	3.75e-02
2421	To blCor nFW tovDe	0.6667	0.6311	3.56e-02
2422	To blCor nFW tovDe	0.6667	0.6336	3.31e-02
2423	To blCor nFW towDe	0.6667	0.6344	3.22e-02
2424	To blCor nFW tovDe	0.6667	0.6350	3.17e-02
2425	To blCor nFW tovDe	0.6667	0.6369	2.97e-02
2426	To blCor nFW tovDe	0.6667	0.6372	2.94e-02
2427	To blCor nFW tovDe	0.6667	0.6403	2.64e-02
2428	To blCor nFW tovDe	0.6667	0.6464	2.03e-02
2429	To blCor nFW tovDe	0.6667	0.6489	1.78e-02
2430	To blCor nFW tovDe	0.6667	0.6489	1.78e-02
2431	To blCor nFT tovDe	0.6667	0.6503	1.64e-02
2432	To blCor nFW tovDe	0.6667	0.6519	1.47e-02
2433	To blCor nFW tovDe	0.6667	0.6511	1.56e-02
2434	To blCor nFW tovDe	0.6667	0.6522	1.44e-02
2435	To blCor nFW tovDe	0.6667	0.6522	1.44e-02
2436	To blCor nFW tovDe	0.6667	0.6533	1.33e-02
2437	To blCor nFW tovDe	0.6667	0.6550	1.17e-02
2438	To blCor nFW towDe	0.6667	0.6592	7.50e-03
2439	To blCor nFW tovDe	0.6667	0.6586	8.06e-03
2440	To blCor noW tovDe	0.7222	0.6583	6.39e-02
2441	To blCor noW tovDe	0.7222	0.6553	6.69e-02
2442	To blCor noW towDe	0.7222	0.6528	6.94e-02
2443	To blCor noW towDe	0.7222	0.6553	6.69e-02
2444	To blCor noW towDe	0.7222	0.6561	6.61e-02
2445	To blCor nFW tovDe	0.6667	0.6547	1.19e-02
2446	To blCor nFW tovDe	0.6667	0.6575	9.17e-03
2447	To blCor nFW tovDe	0.6667	0.6578	8.89e-03
2448	To blCor nFW towDe	0.6667	0.6622	4.44e-03
2449	To blCor nFW towDe	0.6667	0.6628	3.89e-03
2450	To blCor nFW tovDe	0.6667	0.6644	2.22e-03
2451	To blCor nFW tovDe	0.6667	0.6661	5.56e-04
2452	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2453	To blCor nFW tovDe	0.6667	0.6667	-8.88e-16
2454	To blCor nFW tovDe	0.6667	0.6667	-8.88e-16
2455	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2456	To blCor nFW towDe	0.6667	0.6656	1.11e-03
2457	To blCor nFW tovDe	0.6667	0.6664	2.78e-04
2458	To blCor nFW towDe	0.6667	0.6658	8.33e-04
2459	To blCor nFW tovDe	0.6667	0.6664	2.78e-04
2460	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2461	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2462	To blCor nFW towDe	0.6667	0.6658	8.33e-04
2463	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2464	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2465	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2466	To blCor nFW towDe	0.6667	0.6661	5.56e-04
2467	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2468	To blCor nFW tovDe	0.6667	0.6664	2.78e-04
2469	To blCor nFW tovDe	0.6667	0.6661	5.56e-04
2470	To blCor nFW towDe	0.6667	0.6658	8.33e-04
2471	To blCor nFW tovDe	0.6667	0.6661	5.56e-04
2472	To blCor nFW tovDe	0.6667	0.6658	8.33e-04
2473	To blCor nFW towDe	0.6667	0.6661	5.56e-04
2474	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2475	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2476	To blCor nFW tovDe	0.6667	0.6658	8.33e-04
2477	To blCor nFW towDe	0.6667	0.6661	5.56e-04
2478	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2479	To blCor nFW tovDe	0.6667	0.6661	5.56e-04
2480	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2481	To blCor nFW towDe	0.6667	0.6658	8.33e-04
2482	To blCor nFW tovDe	0.6667	0.6667	-8.88e-16
2483	To blCor nFW tovDe	0.6667	0.6661	5.56e-04
2484	To blCor nFW towDe	0.6667	0.6658	8.33e-04
2485	To blCor nFW tovDe	0.6667	0.6661	5.56e-04
2486	To blCor nFW towDe	0.6667	0.6661	5.56e-04
2487	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2488	To blCor nFW tovDe	0.6667	0.6664	2.78e-04
2489	To bUCor nFW tovDe	0.6667	0.6658	8.33e-04
2490	To blCor nFW tooDe	0.6667	0.6664	2.78e-04
2491	To bXCor nFW tovDe	0.6667	0.6664	2.78e-04
2492	To blCor nFW towDe	0.6667	0.6661	5.56e-04
2493	To blCor nFW tovDe	0.6667	0.6664	2.78e-04
2494	To blCor nFW tovDe	0.6667	0.6661	5.56e-04
2495	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2496	To blCor nFW tovDe	0.6667	0.6653	1.39e-03
2497	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2498	To blCor nFW tovDe	0.6667	0.6664	2.78e-04
2499	To blCor nFW tovDe	0.6667	0.6658	8.33e-04
2500	To blCor nFW tovDe	0.6667	0.6661	5.56e-04
2501	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2502	To blCor nFW tovDe	0.6667	0.6661	5.56e-04
2503	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2504	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2505	To blCor nFW tovDe	0.6667	0.6667	-8.88e-16
2506	To blCor nFW tovhe	0.6667	0.6658	8.33e-04
2507	To bUCor nFW tovDe	0.6667	0.6667	-8.88e-16
2508	To blCor nFW towDe	0.6667	0.6661	5.56e-04
2509	To blCor nFW tooDe	0.6667	0.6661	5.56e-04
2510	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2511	To blCor nFW tovhe	0.6667	0.6664	2.78e-04
2512	To bUCor nFW towDe	0.6667	0.6656	1.11e-03
2513	To blCor nFW tovDe	0.6667	0.6658	8.33e-04
2514	To bUCor nFW towDe	0.6667	0.6664	2.78e-04
2515	To blCor nFW tooDe	0.6667	0.6664	2.78e-04
2516	To blCor nFW tovDe	0.6667	0.6664	2.78e-04
2517	To blCor nFW towDe	0.6667	0.6658	8.33e-04
2518	To blCor nFW tovDe	0.6667	0.6667	-8.88e-16
2519	To blCor nFZ tovDe	0.6667	0.6667	-8.88e-16
2520	To blCor nFW tooDe	0.6667	0.6661	5.56e-04
2521	To blCor nFW towDe	0.6667	0.6658	8.33e-04
2522	To blCor nMW tovDe	0.6667	0.6664	2.78e-04
2523	To blCor nFW tovDe	0.6667	0.6667	-8.88e-16
2524	To blCor nFW tovDe	0.6667	0.6667	-8.88e-16
2525	To bXCor nFW tovDe	0.6667	0.6664	2.78e-04
2526	To blCor nFW towDe	0.6667	0.6661	5.56e-04
2527	To blCor nFW towDe	0.6667	0.6661	5.56e-04
2528	To bUCor nFZ tovDe	0.6667	0.6667	-8.88e-16
2529	To blCor nMW tovDe	0.6667	0.6664	2.78e-04
2530	To blCor nFW tooDe	0.6667	0.6664	2.78e-04
2531	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2532	To blCor nFW tooDe	0.6667	0.6667	-8.88e-16
2533	To blCor nFW towDe	0.6667	0.6661	5.56e-04
2534	To blCor nMW tovDe	0.6667	0.6661	5.56e-04
2535	To blCor nMW towDe	0.6667	0.6658	8.33e-04
2536	To bUCor nFW towDe	0.6667	0.6667	-8.88e-16
2537	To blCor nFW tovDe	0.6667	0.6667	-8.88e-16
2538	To blCor nFW towDe	0.6667	0.6661	5.56e-04
2539	To blCor nMW tooDe	0.6667	0.6667	-8.88e-16
2540	To blCor nFW tooDe	0.6667	0.6661	5.56e-04
2541	To blCor nFW tovDe	0.6667	0.6667	-8.88e-16
2542	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2543	To blCor nMW tovDe	0.6667	0.6661	5.56e-04
2544	To bUCor nFW towDe	0.6667	0.6661	5.56e-04
2545	To blCor nFW tovDe	0.6667	0.6664	2.78e-04
2546	To blCor nMW tovDe	0.6667	0.6661	5.56e-04
2547	To blCor nMW tooDe	0.6667	0.6661	5.56e-04
2548	To blCor nMW tovDe	0.6667	0.6658	8.33e-04
2549	To blCor nFW tooDe	0.6667	0.6664	2.78e-04
2550	To blCor nFW tooDe	0.6667	0.6653	1.39e-03
2551	To blCor nMW tovDe	0.6667	0.6667	-8.88e-16
2552	To blCor nFW tooDe	0.6667	0.6658	8.33e-04
2553	To blCor nFW tooDe	0.6667	0.6656	1.11e-03
2554	To bUCor nFW towDe	0.6667	0.6667	-8.88e-16
2555	To blCor nMW towDe	0.6667	0.6667	-8.88e-16
2556	To bUCor nFW tovDe	0.6667	0.6664	2.78e-04
2557	To blCor nFW tovDe	0.6667	0.6664	2.78e-04
2558	To blCor nMW towDe	0.6667	0.6667	-8.88e-16
2559	To bUCor nFW towDe	0.6667	0.6667	-8.88e-16
2560	To blCor nMW tovDe	0.6667	0.6664	2.78e-04
2561	To blCor nFW tovDe	0.6667	0.6664	2.78e-04
2562	To blCor nMW toQDe	0.6667	0.6661	5.56e-04
2563	To blCor nMW towDe	0.6667	0.6661	5.56e-04
2564	To blCor nMW towDe	0.6667	0.6664	2.78e-04
2565	To blCor nMW towDe	0.6667	0.6667	-8.88e-16
2566	To blCor nMW tooDe	0.6667	0.6661	5.56e-04
2567	To blCor nMt towDe	0.7222	0.6667	5.56e-02
2568	To blCor nMt tovDe	0.7222	0.6669	5.53e-02
2569	To blCor nMW tooDe	0.6667	0.6661	5.56e-04
2570	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2571	To blCor nMW toQDe	0.6667	0.6667	-8.88e-16
2572	To blCor nMW towDe	0.6667	0.6664	2.78e-04
2573	To blCor nMW towDe	0.6667	0.6661	5.56e-04
2574	To blCor nMW towDe	0.6667	0.6667	-8.88e-16
2575	To blCor ncW toHDe	0.6667	0.6661	5.56e-04
2576	To blCor nFW toHDe	0.6667	0.6667	-8.88e-16
2577	To blCor nMW tovDe	0.6667	0.6664	2.78e-04
2578	To blCor nFW tovDe	0.6667	0.6664	2.78e-04
2579	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2580	To bUCor nMW tovDe	0.6667	0.6664	2.78e-04
2581	To blCor nFW tooDe	0.6667	0.6667	-8.88e-16
2582	To blCor nFW tooDe	0.6667	0.6658	8.33e-04
2583	To blCor nMW tovDe	0.6667	0.6664	2.78e-04
2584	To bUCor nFW tovDe	0.6667	0.6661	5.56e-04
2585	To blCor nFW tovDe	0.6667	0.6661	5.56e-04
2586	To blCor nMW towDe	0.6667	0.6661	5.56e-04
2587	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2588	To bUCor nMW tovDe	0.6667	0.6664	2.78e-04
2589	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2590	To blCor nFW tovDe	0.6667	0.6661	5.56e-04
2591	To blCor nFW towDe	0.6667	0.6661	5.56e-04
2592	To blCor nMW tovDe	0.6667	0.6658	8.33e-04
2593	To blCor nFW tooDe	0.6667	0.6664	2.78e-04
2594	To blCor nFW towNe	0.6667	0.6667	-8.88e-16
2595	To bUCor nFW towDe	0.6667	0.6661	5.56e-04
2596	To bUCor nMW towDe	0.6667	0.6664	2.78e-04
2597	To blCor nFW towDe	0.6667	0.6667	-8.88e-16
2598	To blCor nFW towDe	0.6667	0.6664	2.78e-04
2599	To blCor nFW tovDe	0.6667	0.6667	-8.88e-16
2600	To bUCor nFW towDe	0.6667	0.6664	2.78e-04
2601	To beCor nFW tovDe	0.7222	0.6664	5.58e-02
2602	To beCor nMW towDe	0.7222	0.6667	5.56e-02
2603	To beCor nFW tovDe	0.7222	0.6675	5.47e-02
2604	To beCor nFW towDe	0.7222	0.6661	5.61e-02
2605	To beCor nFW tovDe	0.7222	0.6664	5.58e-02
2606	To beCor nFW towDe	0.7222	0.6669	5.53e-02
2607	To beCor nFW towNe	0.7222	0.6667	5.56e-02
2608	To beCor nFW towDe	0.7222	0.6667	5.56e-02
2609	To beCor nFW towDe	0.7222	0.6669	5.53e-02
2610	To beCor nFW towDe	0.7222	0.6681	5.42e-02
2611	To beCor nFW towDe	0.7222	0.6686	5.36e-02
2612	To beCor nFW towDe	0.7222	0.6672	5.50e-02
2613	To beCor nFW tovDe	0.7222	0.6669	5.53e-02
2614	To beCor nFW towDe	0.7222	0.6669	5.53e-02
2615	To beCor nFW towDe	0.7222	0.6678	5.44e-02
2616	To beCor nFW toGDe	0.7222	0.6675	5.47e-02
2617	To beCor nFW towDe	0.7222	0.6681	5.42e-02
2618	To beCor nFW towDe	0.7222	0.6678	5.44e-02
2619	To beCor nFW towDe	0.7222	0.6681	5.42e-02
2620	To beCor nFW tovDe	0.7222	0.6681	5.42e-02
2621	To beCor nFW towDe	0.7222	0.6686	5.36e-02
2622	To beCor nFW tovDe	0.7222	0.6675	5.47e-02
2623	To beCor nFW towDe	0.7222	0.6683	5.39e-02
2624	To beCor nFW towDe	0.7222	0.6692	5.31e-02
2625	To beCor nFW towDe	0.7222	0.6694	5.28e-02
2626	To beCor nFW tovDe	0.7222	0.6706	5.17e-02
2627	To beCor nFW towDe	0.7222	0.6703	5.19e-02
2628	To beCor nFW towNe	0.7222	0.6714	5.08e-02
2629	To beCor nFW towDe	0.7222	0.6725	4.97e-02
2630	To beCor nFW tovDe	0.7222	0.6756	4.67e-02
2631	To beCor nFW toGNe	0.7222	0.6769	4.53e-02
2632	To beCor nFW towDe	0.7222	0.6742	4.81e-02
2633	To beCor nEW tovDe	0.7222	0.6761	4.61e-02
2634	To beCor nFW towDe	0.7222	0.6772	4.50e-02
2635	To beCor nFW towDe	0.7222	0.6783	4.39e-02
2636	To beCor nFW towDe	0.7222	0.6806	4.17e-02
2637	To beCor nFW towDe	0.7222	0.6808	4.14e-02
2638	To beCor nFW towDe	0.7222	0.6811	4.11e-02
2639	To beCor nFW towDe	0.7222	0.6819	4.03e-02
2640	To beCor nFW toGDe	0.7222	0.6836	3.86e-02
2641	To beCor nFW towDe	0.7222	0.6858	3.64e-02
2642	To beCor nFW towDe	0.7222	0.6883	3.39e-02
2643	To beCor nFW tovDe	0.7222	0.6911	3.11e-02
2644	To beCor nFW towNe	0.7222	0.6917	3.06e-02
2645	To beCor nFW towNe	0.7222	0.6942	2.81e-02
2646	To beCor nFW towDe	0.7222	0.7003	2.19e-02
2647	To beCor nFW tovDe	0.7222	0.7028	1.94e-02
2648	To beCor nFW tovNe	0.7222	0.7067	1.56e-02
2649	To beCor nFW towDe	0.7222	0.7092	1.31e-02
2650	To beCor nFW towNe	0.7222	0.7131	9.17e-03
2651	To beCor nFW tovDe	0.7222	0.7131	9.17e-03
2652	To beCor nFW tovDe	0.7222	0.7139	8.33e-03
2653	To beCor nEW tovDe	0.7222	0.7114	1.08e-02
2654	To beCor nFW towDe	0.7222	0.7097	1.25e-02
2655	To beCor nFW towDe	0.7222	0.7108	1.14e-02
2656	To beCor nEW towDe	0.7222	0.7122	1.00e-02
2657	To beCor nFW tovDe	0.7222	0.7150	7.22e-03
2658	To beCor nEW tovDe	0.7222	0.7158	6.39e-03
2659	To beCor nFY tovDe	0.7222	0.7150	7.22e-03
2660	To beCor nFW tovDe	0.7222	0.7158	6.39e-03
2661	To beCor nFW tovDe	0.7222	0.7150	7.22e-03
2662	To beCor nFW towDe	0.7222	0.7150	7.22e-03
2663	To beCor nFW towDe	0.7222	0.7131	9.17e-03
2664	To beCor nFW tovDe	0.7222	0.7108	1.14e-02
2665	To beCor nFW tovDe	0.7222	0.7097	1.25e-02
2666	To beCor nFW towDe	0.7222	0.7128	9.44e-03
2667	To beCor nEW tovDe	0.7222	0.7139	8.33e-03
2668	To beCor nFW tovDe	0.7222	0.7133	8.89e-03
2669	To beCor nFW towDe	0.7222	0.7153	6.94e-03
2670	To beCor nEW tovDe	0.7222	0.7164	5.83e-03
2671	To beCor nFW towDe	0.7222	0.7161	6.11e-03
2672	To beCor nFW tovDe	0.7222	0.7158	6.39e-03
2673	To beCor nFW towDe	0.7222	0.7144	7.78e-03
2674	To beCor nEW tovDe	0.7222	0.7136	8.61e-03
2675	To beCor nFW tovDe	0.7222	0.7161	6.11e-03
2676	To beCor nFW towDe	0.7222	0.7167	5.56e-03
2677	To beCor nEW tovNe	0.7222	0.7183	3.89e-03
2678	To beCor nFW tovDe	0.7222	0.7200	2.22e-03
2679	To beCor nEW towDe	0.7222	0.7219	2.78e-04
2680	To beCor nFW tovDe	0.7222	0.7214	8.33e-04
2681	To beCor nEW towDe	0.7222	0.7214	8.33e-04
2682	To beCor nFW towDe	0.7222	0.7217	5.56e-04
2683	To beCor nFW tovDe	0.7222	0.7222	-1.33e-15
2684	To beCor nFW tovDe	0.7222	0.7222	-1.33e-15
2685	To beCor nFW tovDe	0.7222	0.7222	-1.33e-15
2686	To beCor nFW tovDe	0.7222	0.7222	-1.33e-15
2687	To beCor nFW tovDe	0.7222	0.7222	-1.33e-15
2688	To beCor nFW towDe	0.7222	0.7214	8.33e-04
2689	To beCor nFW towDe	0.7222	0.7217	5.56e-04
2690	To beCor nFW tovDe	0.7222	0.7217	5.56e-04
2691	To beCor nFW tovDe	0.7222	0.7214	8.33e-04
2692	To beCor nFW towDe	0.7222	0.7222	-1.33e-15
2693	To beCor nFW tovDe	0.7222	0.7217	5.56e-04
2694	To beCor nFW towhe	0.7222	0.7219	2.78e-04
2695	To beCor nFW towDe	0.7222	0.7211	1.11e-03
2696	To beCor nEW towDe	0.7222	0.7217	5.56e-04
2697	To beCor nFt towDe	0.7778	0.7222	5.56e-02
2698	To beCor nFW tovDe	0.7222	0.7219	2.78e-04
2699	To beCor nFW towDe	0.7222	0.7219	2.78e-04
2700	To beCor nFW tovDe	0.7222	0.7219	2.78e-04
2701	To beCor nFW towDe	0.7222	0.7219	2.78e-04
2702	To beCor nFW tovDe	0.7222	0.7217	5.56e-04
2703	To beCor nFW tovDe	0.7222	0.7206	1.67e-03
2704	To beCor nEW towDe	0.7222	0.7217	5.56e-04
2705	To beCor nFW towDe	0.7222	0.7217	5.56e-04
2706	To beCor nFW towDe	0.7222	0.7219	2.78e-04
2707	To beCor nFW tovDe	0.7222	0.7219	2.78e-04
2708	To beCor nFW tovDe	0.7222	0.7219	2.78e-04
2709	To beCor nFW tovDe	0.7222	0.7219	2.78e-04
2710	To beCor nEW tovDe	0.7222	0.7219	2.78e-04
2711	To beCor nFW towDe	0.7222	0.7219	2.78e-04
2712	To beCor nFW tovoe	0.7222	0.7222	-1.33e-15
2713	To beCor nFW tovDe	0.7222	0.7217	5.56e-04
2714	To beCor nFW tovDe	0.7222	0.7208	1.39e-03
2715	To beVor nFW towDe	0.7222	0.7211	1.11e-03
2716	To beCor nFW tovDe	0.7222	0.7219	2.78e-04
2717	To beCor nFW tovDe	0.7222	0.7219	2.78e-04
2718	To beCor nFW toNDe	0.7222	0.7219	2.78e-04
2719	To beCor nFW tovDe	0.7222	0.7211	1.11e-03
2720	To beCor nFW tovDe	0.7222	0.7219	2.78e-04
2721	To beCor nFW tovoe	0.7222	0.7219	2.78e-04
2722	To beCor nFW towDe	0.7222	0.7222	-1.33e-15
2723	To beCor nFW towDe	0.7222	0.7222	-1.33e-15
2724	To beCor nFW tovDe	0.7222	0.7222	-1.33e-15
2725	To beCor nEW tovhe	0.7222	0.7219	2.78e-04
2726	To beCor nFW tovoe	0.7222	0.7222	-1.33e-15
2727	To beCor nEW tovDe	0.7222	0.7219	2.78e-04
2728	To beCor nFW tovDe	0.7222	0.7222	-1.33e-15
2729	To beCor nFW tovhe	0.7222	0.7214	8.33e-04
2730	To beCor nFW towDe	0.7222	0.7219	2.78e-04
2731	To beCor nFW tovoe	0.7222	0.7219	2.78e-04
2732	To beCor nEW toNDe	0.7222	0.7219	2.78e-04
2733	To beCor nFW towDe	0.7222	0.7219	2.78e-04
2734	To beCor nFW towDe	0.7222	0.7219	2.78e-04
2735	To beCor nEW towFe	0.7222	0.7217	5.56e-04
2736	To beCor nFW towDe	0.7222	0.7217	5.56e-04
2737	To beCor nFW towDe	0.7222	0.7217	5.56e-04
2738	To beCor nFW toNDe	0.7222	0.7222	-1.33e-15
2739	To beCor nFW towDe	0.7222	0.7222	-1.33e-15
2740	To beCor nEW toNDe	0.7222	0.7217	5.56e-04
2741	To beCor nFW tovDe	0.7222	0.7208	1.39e-03
2742	To beCor nEW toNDe	0.7222	0.7217	5.56e-04
2743	To beCor nEW towDe	0.7222	0.7219	2.78e-04
2744	To beCor nFW toNDe	0.7222	0.7217	5.56e-04
2745	To beCor nEW toNDe	0.7222	0.7211	1.11e-03
2746	To beCor nFW toNDe	0.7222	0.7219	2.78e-04
2747	To beCor nFW toNDe	0.7222	0.7222	-1.33e-15
2748	To beCor nFW toNDe	0.7222	0.7222	-1.33e-15
2749	To beCor nEW towFe	0.7222	0.7222	-1.33e-15
2750	To beCor nFW towDe	0.7222	0.7222	-1.33e-15
2751	To beCor nEW toNDe	0.7222	0.7222	-1.33e-15
2752	To beCor nFW tovoe	0.7222	0.7222	-1.33e-15
2753	To beCor nFW toNDe	0.7222	0.7222	-1.33e-15
2754	To beCor nFW toNDe	0.7222	0.7219	2.78e-04
2755	To beCor nEW tovoe	0.7222	0.7217	5.56e-04
2756	To beCor nFW toNDe	0.7222	0.7222	-1.33e-15
2757	To beCor nFW towDe	0.7222	0.7219	2.78e-04
2758	To beCor nEW tovoe	0.7222	0.7219	2.78e-04
2759	To beCor nEW toNDe	0.7222	0.7222	-1.33e-15
2760	To beCor nFW toNDe	0.7222	0.7222	-1.33e-15
2761	To beCor nFW toNDe	0.7222	0.7222	-1.33e-15
2762	To beCor nFW toNDe	0.7222	0.7217	5.56e-04
2763	To beCor nFW toNDe	0.7222	0.7222	-1.33e-15
2764	To beCor nFW toNDe	0.7222	0.7219	2.78e-04
2765	To beCor nFW tovoe	0.7222	0.7219	2.78e-04
2766	To beCor nEW toNDe	0.7222	0.7219	2.78e-04
2767	To beCor nFW toNDe	0.7222	0.7219	2.78e-04
2768	To beCor nFW toNoe	0.7222	0.7222	-1.33e-15
2769	To beCor nFW towDe	0.7222	0.7219	2.78e-04
2770	To beCor nFW tovoe	0.7222	0.7222	-1.33e-15
2771	To beCor nFW towDe	0.7222	0.7214	8.33e-04
2772	To beCor nEW towDe	0.7222	0.7217	5.56e-04
2773	To beCor nFW tovoe	0.7222	0.7217	5.56e-04
2774	To beCor nEW towDe	0.7222	0.7219	2.78e-04
2775	To beCor nFW toNDe	0.7222	0.7219	2.78e-04
2776	To beIor nFW towDe	0.7222	0.7219	2.78e-04
2777	To beCor nEW towoe	0.7222	0.7214	8.33e-04
2778	To beCor nFW towDe	0.7222	0.7219	2.78e-04
2779	To beCor nFW towDe	0.7222	0.7219	2.78e-04
2780	To beCor nEW towFe	0.7222	0.7219	2.78e-04
2781	To beIor nFW towDe	0.7222	0.7217	5.56e-04
2782	To beIor nFW tovDe	0.7222	0.7217	5.56e-04
2783	To beCor nFW towFe	0.7222	0.7214	8.33e-04
2784	To beCor nFW towFe	0.7222	0.7222	-1.33e-15
2785	To beIor nFW tovDe	0.7222	0.7219	2.78e-04
2786	To beCor nEW towDe	0.7222	0.7217	5.56e-04
2787	To beCor nFW towDe	0.7222	0.7217	5.56e-04
2788	To beCor nFW tovDe	0.7222	0.7217	5.56e-04
2789	To beCor nFW towDe	0.7222	0.7219	2.78e-04
2790	To beIor nFW tovDe	0.7222	0.7219	2.78e-04
2791	To beCor nFW towFe	0.7222	0.7217	5.56e-04
2792	To beCor nFW towDe	0.7222	0.7222	-1.33e-15
2793	To beCor nEW towFe	0.7222	0.7219	2.78e-04
2794	To beCor nFW tovDe	0.7222	0.7214	8.33e-04
2795	To beCor nFW topDe	0.7222	0.7219	2.78e-04
