Gen	FittestString____	MaxFit	AvgFit	Diversity
1224	ERiOifxKyeFuyOcAFu	0.0000	0.0000	2.12e-21
1225	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1226	ERiOEfxKyeFuyOcAFu	0.0000	0.0000	2.12e-21
1227	ERiDifxKynFuUOcAFu	0.0556	0.0003	5.53e-02
1228	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1229	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1230	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1231	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1232	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1233	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1234	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1235	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1236	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1237	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1238	ERiOioxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1239	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1240	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1241	ERiOifxKyeVuUOcAFu	0.0000	0.0000	2.12e-21
1242	ERiOioxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1243	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1244	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1245	ERiOifxKyeruUOJAFu	0.0000	0.0000	2.12e-21
1246	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1247	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1248	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1249	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1250	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1251	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1252	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1253	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1254	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1255	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1256	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1257	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1258	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1259	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1260	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1261	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1262	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1263	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1264	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1265	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1266	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1267	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1268	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1269	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1270	EviOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1271	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1272	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1273	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1274	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1275	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1276	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1277	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1278	ERiOiPxKyeruUOcAFu	0.0000	0.0000	2.12e-21
1279	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1280	ERiOifxKyeFuEOcAFu	0.0000	0.0000	2.12e-21
1281	ERiOifxKyeruUOcAFu	0.0000	0.0000	2.12e-21
1282	EviOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1283	EviOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1284	ERiOiPxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1285	ERiOifxKyeFuEOcAFu	0.0000	0.0000	2.12e-21
1286	ERiOiPxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1287	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1288	ERiOiPxKyeFuEOcAFu	0.0000	0.0000	2.12e-21
1289	ERiOifxKyeFuEOcAFu	0.0000	0.0000	2.12e-21
1290	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1291	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1292	ERiOiuxKyeFuEOcAFu	0.0000	0.0000	2.12e-21
1293	EviOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1294	ERiOifxKyeruUOcAFu	0.0000	0.0000	2.12e-21
1295	ERnOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1296	ERiOifxKyeruUOcAFu	0.0000	0.0000	2.12e-21
1297	EoiOifxKyeFuUOcAFu	0.0556	0.0003	5.53e-02
1298	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1299	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1300	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1301	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1302	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1303	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1304	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1305	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1306	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1307	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1308	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1309	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1310	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1311	ERiOifxKyeouUOcAFu	0.0556	0.0003	5.53e-02
1312	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1313	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1314	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1315	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1316	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1317	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1318	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1319	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1320	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1321	ERiOifxKyQFuUOcAFu	0.0000	0.0000	2.12e-21
1322	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1323	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1324	ERiOifxKyQFuUOcAFu	0.0000	0.0000	2.12e-21
1325	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1326	ERiOifxKyQFuUOcAFu	0.0000	0.0000	2.12e-21
1327	ERiOifxKyeFgUOcAFu	0.0000	0.0000	2.12e-21
1328	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1329	ERiOifxKyeFuUOchFu	0.0000	0.0000	2.12e-21
1330	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1331	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1332	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1333	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1334	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1335	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1336	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1337	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1338	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1339	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1340	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1341	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1342	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1343	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1344	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1345	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1346	ERiOifxKyeFuUOc Fu	0.0556	0.0003	5.53e-02
1347	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1348	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1349	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1350	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1351	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1352	ERiOifxKyfFuUOcAFu	0.0000	0.0000	2.12e-21
1353	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1354	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1355	EGiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1356	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1357	ERiOifxKyfFuUOcAFu	0.0000	0.0000	2.12e-21
1358	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1359	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1360	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1361	ERiOifxKyHFuUOcAFu	0.0000	0.0000	2.12e-21
1362	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1363	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1364	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1365	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1366	ERiOifxKyeFuUOc Fu	0.0556	0.0003	5.53e-02
1367	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1368	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1369	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1370	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1371	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1372	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1373	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1374	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1375	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1376	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1377	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1378	ERiOifxKyeFJUOcAFu	0.0000	0.0000	2.12e-21
1379	ORiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1380	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1381	ERiOifxKyeFJUOcAFu	0.0000	0.0000	2.12e-21
1382	MRiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1383	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1384	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1385	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1386	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1387	ERiOifxKyVFuUOcAFu	0.0000	0.0000	2.12e-21
1388	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1389	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1390	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1391	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1392	ERiOifxEyeFJUOcAFu	0.0000	0.0000	2.12e-21
1393	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1394	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1395	ER OifxKPeFJUOcAFu	0.0556	0.0003	5.53e-02
1396	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1397	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1398	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1399	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1400	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1401	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1402	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1403	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1404	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1405	ERiOifxKfeFuUOcAFu	0.0000	0.0000	2.12e-21
1406	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1407	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1408	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1409	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1410	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1411	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1412	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1413	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1414	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1415	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1416	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1417	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1418	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1419	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1420	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1421	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1422	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1423	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1424	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1425	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1426	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1427	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1428	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1429	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1430	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1431	ERiOifxKyeFaUOcAFu	0.0000	0.0000	2.12e-21
1432	ERiOifxKyeFuUOcTFu	0.0000	0.0000	2.12e-21
1433	ERiOifeKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1434	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1435	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1436	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1437	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1438	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1439	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1440	ERiOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1441	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1442	ExiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1443	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1444	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1445	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1446	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1447	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1448	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1449	ExiOifeKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1450	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1451	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1452	ExiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1453	ERiOiRxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1454	ExiOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1455	ERiOiRxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1456	ExiOifeKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1457	ExiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1458	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1459	ExiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1460	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1461	ExiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1462	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1463	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1464	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1465	ERiOiRxKyeFuUOcAFm	0.0000	0.0000	2.12e-21
1466	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1467	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1468	ERiOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1469	ERiOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1470	ERiOifxOyeFuUOcbFu	0.0000	0.0000	2.12e-21
1471	ERiOifxKyeFuUOcAUu	0.0000	0.0000	2.12e-21
1472	ERiOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1473	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1474	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1475	ERiOifxKyeFuUOcAUu	0.0000	0.0000	2.12e-21
1476	ERiOifxKyeFuUOcAUu	0.0000	0.0000	2.12e-21
1477	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1478	ERiOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1479	ERiOifxKyeFuUOcbUu	0.0000	0.0000	2.12e-21
1480	ERiOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1481	EViOifxKyeFuUOcbCu	0.0000	0.0000	2.12e-21
1482	ERiOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1483	EViOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1484	EViOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1485	ERiOifxKyeMuUOcbFu	0.0000	0.0000	2.12e-21
1486	ERiOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1487	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1488	ERiOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1489	ERiOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1490	ERiOifAKyeFu OcbFu	0.0556	0.0003	5.53e-02
1491	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1492	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1493	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1494	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1495	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1496	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1497	ERiOifxKyeFuUOcbFu	0.0000	0.0000	2.12e-21
1498	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1499	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1500	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1501	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1502	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1503	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1504	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1505	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1506	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1507	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1508	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1509	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1510	ERiOifxKyeFunOcAFu	0.0000	0.0000	2.12e-21
1511	ERiOifxKyeFuUOcAFu	0.0000	0.0000	2.12e-21
1512	ERiOi xKyeFuUOcAFu	0.0556	0.0003	5.53e-02
1513	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1514	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1515	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1516	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1517	ERiOifxKweFuUOcAFu	0.0000	0.0000	2.12e-21
1518	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1519	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1520	ERiOifxKweFuUOcAFu	0.0000	0.0000	2.12e-21
1521	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1522	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1523	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1524	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1525	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1526	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1527	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1528	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1529	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1530	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1531	ERiOifxKCeFuUOcAFq	0.0000	0.0000	2.12e-21
1532	ERiOifxKCeFuVOcAFu	0.0000	0.0000	2.12e-21
1533	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1534	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1535	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1536	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1537	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1538	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1539	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1540	ERiOifxKCeFuUOcFFu	0.0000	0.0000	2.12e-21
1541	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1542	ERiOifxKweFuUOcAFu	0.0000	0.0000	2.12e-21
1543	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1544	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1545	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1546	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1547	ERiOifxKweFuUOcAFu	0.0000	0.0000	2.12e-21
1548	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1549	ERiOifxKCeFuUgcAFu	0.0000	0.0000	2.12e-21
1550	ERivifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1551	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1552	ERiOifxK eFuUOcAFu	0.0556	0.0003	5.53e-02
1553	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1554	ERiOifxrCeFuUOcAFu	0.0556	0.0003	5.53e-02
1555	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1556	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1557	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1558	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1559	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1560	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1561	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1562	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1563	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1564	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1565	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1566	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1567	ERiOifxKCeFEUOcAFu	0.0000	0.0000	2.12e-21
1568	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1569	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1570	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1571	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1572	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1573	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1574	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1575	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1576	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1577	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1578	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1579	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1580	ERiOifxKCeFuUYcAFu	0.0000	0.0000	2.12e-21
1581	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1582	ERiOifxKCeFuUYcAFu	0.0000	0.0000	2.12e-21
1583	ERiOqfxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1584	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1585	ERiOqfxKCeFEUOcAFu	0.0000	0.0000	2.12e-21
1586	ERiOqfxKCjFuUOcAFu	0.0000	0.0000	2.12e-21
1587	ERiOqfxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1588	ERiOifxKneFuUOcAFu	0.0000	0.0000	2.12e-21
1589	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1590	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
1591	ERiOifxKCeFuUOcAFu	0.0000	0.0000	2.12e-21
