Gen	FittestString____	MaxFit	AvgFit	Diversity
2538	ERiOifxsAeLuxoCAYy	0.0000	0.0000	2.12e-21
2539	ERiOifxsAeLuxoCAYy	0.0000	0.0000	2.12e-21
2540	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2541	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2542	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2543	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2544	NRiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2545	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2546	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2547	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2548	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2549	ERiOIfxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2550	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2551	ERiOifxsAeLuxouAYy	0.0000	0.0000	2.12e-21
2552	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2553	NRiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2554	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2555	rRiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2556	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2557	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2558	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2559	rRiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2560	ERiOifxsAeLuxocAYy	0.0000	0.0000	2.12e-21
2561	rRiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2562	rRiOifxsAeLtxocAYy	0.0556	0.0003	5.53e-02
2563	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2564	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2565	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2566	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2567	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2568	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2569	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2570	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2571	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2572	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2573	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2574	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2575	ERiOifosAeNuxocAYy	0.0556	0.0003	5.53e-02
2576	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2577	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2578	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2579	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2580	ERiOifxsAeNuoocAYy	0.0000	0.0000	2.12e-21
2581	ERiOifxsAeNuxocAYy	0.0000	0.0000	2.12e-21
2582	ERiOifxsAeNuxooAYy	0.0556	0.0003	5.53e-02
2583	ERiOifxsAMNuxocAYy	0.0000	0.0000	2.12e-21
2584	ERiOifxsAMNuxocAYy	0.0000	0.0000	2.12e-21
2585	ERiOifxsAMNuxocAYy	0.0000	0.0000	2.12e-21
2586	ERiOifxsAMNuxocAYy	0.0000	0.0000	2.12e-21
2587	ERiOifxsAMNuxocAYy	0.0000	0.0000	2.12e-21
2588	ERiOifxsAMNuxocAYy	0.0000	0.0000	2.12e-21
2589	ERiOifosAMNuxocAYy	0.0556	0.0003	5.53e-02
2590	ERiOifxsAMNuxocAYy	0.0000	0.0000	2.12e-21
2591	ERiOifxsAMNuxocAYy	0.0000	0.0000	2.12e-21
2592	ERiOifxsAMNuxocAYy	0.0000	0.0000	2.12e-21
2593	ERiOifxsAMNuxocAYy	0.0000	0.0000	2.12e-21
2594	ERiOifxsAMNuxocAYy	0.0000	0.0000	2.12e-21
2595	ERiOifxsAMNuxocAYa	0.0000	0.0000	2.12e-21
2596	ERiOifxsAMNuxocAYy	0.0000	0.0000	2.12e-21
2597	ERiOi xsAMNuxocAYy	0.0556	0.0003	5.53e-02
2598	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2599	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2600	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2601	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2602	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2603	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2604	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2605	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2606	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2607	ERiOi xsAMNuxocAQy	0.0556	0.0003	5.53e-02
2608	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2609	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2610	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2611	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2612	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2613	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2614	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2615	ERiOefxsAMNuxocAQy	0.0556	0.0003	5.53e-02
2616	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2617	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2618	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2619	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2620	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2621	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2622	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2623	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2624	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2625	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2626	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2627	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2628	ER OifxsAMNuxocAQy	0.0556	0.0003	5.53e-02
2629	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2630	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2631	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2632	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2633	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2634	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2635	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2636	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2637	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2638	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2639	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2640	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2641	ERiOifxsVMNuxocAQy	0.0000	0.0000	2.12e-21
2642	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2643	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2644	ERiOXfxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2645	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2646	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2647	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2648	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2649	ERiOifxsAMNukocAQy	0.0000	0.0000	2.12e-21
2650	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2651	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2652	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2653	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2654	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2655	ERiOTfxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2656	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2657	ERiOifxsAMNukocAQy	0.0000	0.0000	2.12e-21
2658	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2659	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2660	ERiOifxsAMNukocAQy	0.0000	0.0000	2.12e-21
2661	eRiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2662	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2663	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2664	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2665	ERAOifxsAMNuxocAfy	0.0000	0.0000	2.12e-21
2666	ERiOifxsAMNuxocWQy	0.0000	0.0000	2.12e-21
2667	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2668	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2669	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2670	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2671	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2672	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2673	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2674	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2675	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2676	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2677	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2678	ERiOihxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2679	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2680	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2681	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2682	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2683	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2684	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2685	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2686	ERiOihxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2687	ERiOifxsAMLuxocAQy	0.0000	0.0000	2.12e-21
2688	EFiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2689	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2690	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2691	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2692	ERiOifxsAMNuxocAvy	0.0000	0.0000	2.12e-21
2693	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2694	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2695	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2696	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2697	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2698	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2699	EFiOifxsAMNukocAQy	0.0000	0.0000	2.12e-21
2700	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2701	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2702	ERiOihxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2703	ERAOihxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2704	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2705	EFiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2706	EFiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2707	EFiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2708	EFiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2709	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2710	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2711	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2712	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2713	ERAOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2714	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2715	ERiOifxsAMNu ocAQy	0.0556	0.0003	5.53e-02
2716	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2717	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2718	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2719	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2720	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2721	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2722	ERiOifxsAMNuxorAQy	0.0000	0.0000	2.12e-21
2723	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2724	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2725	ERiOifxsAM uxocAQy	0.0000	0.0000	2.12e-21
2726	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2727	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2728	ERiOifxsAMNOxocAQy	0.0000	0.0000	2.12e-21
2729	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2730	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2731	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2732	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2733	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2734	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2735	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2736	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2737	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2738	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2739	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2740	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2741	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2742	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2743	ERiOifxsAMNuxonAQy	0.0000	0.0000	2.12e-21
2744	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2745	ERiOifxsADNuxocAQy	0.0000	0.0000	2.12e-21
2746	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2747	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2748	ERiOifxsAMNuxonAQy	0.0000	0.0000	2.12e-21
2749	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2750	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2751	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2752	ERiOifxsoMNuxocAQy	0.0000	0.0000	2.12e-21
2753	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2754	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2755	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2756	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2757	ERiOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2758	ERiOifxsADNuxocAQy	0.0000	0.0000	2.12e-21
2759	ERiOifxsAnNOxocAQy	0.0556	0.0003	5.53e-02
2760	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2761	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2762	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2763	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2764	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2765	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2766	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2767	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2768	ERkOifxsAMNuxocAWy	0.0000	0.0000	2.12e-21
2769	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2770	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2771	ERkOifxrAMNuxocAQy	0.0556	0.0003	5.53e-02
2772	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2773	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2774	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2775	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2776	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2777	ERkOifxsAMNuxocAby	0.0556	0.0003	5.53e-02
2778	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2779	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2780	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2781	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2782	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2783	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2784	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2785	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2786	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2787	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2788	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2789	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2790	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2791	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2792	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2793	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2794	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2795	ERkOifxsIMNuxocAQy	0.0000	0.0000	2.12e-21
2796	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2797	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2798	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2799	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2800	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2801	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2802	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2803	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2804	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2805	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2806	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2807	TRkOifxsAMNuxocAQy	0.0556	0.0003	5.53e-02
2808	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2809	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2810	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2811	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2812	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2813	EokOifxsAMNuxocAQy	0.0556	0.0003	5.53e-02
2814	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2815	ERkOifxsAMNu ocAQy	0.0556	0.0003	5.53e-02
2816	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2817	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2818	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2819	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2820	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2821	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2822	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2823	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2824	zRkOifxsAMNuxocwQy	0.0000	0.0000	2.12e-21
2825	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2826	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2827	lRkOifxsAMNuxfcwQy	0.0000	0.0000	2.12e-21
2828	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2829	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2830	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2831	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2832	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2833	ERkOifxsAMNuxfcAQy	0.0000	0.0000	2.12e-21
2834	ERkOifxsAMNuxfcAQy	0.0000	0.0000	2.12e-21
2835	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2836	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2837	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2838	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2839	EmkOifxsAMNuxfcAQy	0.0000	0.0000	2.12e-21
2840	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2841	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2842	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2843	ERkOifxskMNuxocAQI	0.0000	0.0000	2.12e-21
2844	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2845	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2846	ERkOi xsAMNuxfcAQy	0.0556	0.0003	5.53e-02
2847	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2848	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2849	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2850	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2851	ERkOif sAMNuxocAQy	0.0000	0.0000	2.12e-21
2852	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2853	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2854	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2855	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2856	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2857	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2858	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2859	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2860	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2861	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2862	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2863	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2864	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2865	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2866	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2867	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2868	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2869	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2870	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2871	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2872	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2873	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2874	ERkOifxsAMNuxooAQy	0.0556	0.0003	5.53e-02
2875	ERkOifxsAMNuxocAQe	0.0556	0.0003	5.53e-02
2876	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2877	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2878	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2879	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2880	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2881	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2882	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2883	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2884	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2885	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2886	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2887	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2888	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2889	ERkOifxsAMNuxpcAQy	0.0000	0.0000	2.12e-21
2890	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2891	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2892	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2893	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2894	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2895	ERkOifxPAMNuxocAQy	0.0000	0.0000	2.12e-21
2896	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2897	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2898	ERkOvfxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2899	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2900	ERkOifxsAMNuxocAQJ	0.0000	0.0000	2.12e-21
2901	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2902	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2903	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2904	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2905	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2906	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2907	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2908	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2909	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2910	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2911	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2912	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
2913	ERkOifxsAMNuxtcAQy	0.0556	0.0003	5.53e-02
2914	ERkOifxsAMNuxocAQy	0.0000	0.0000	2.12e-21
